d,s,p,pop,hhs,fem_hhs,long,lat,km2,area,perimeter,T123,not_T123,light_gas_pc,light_gas_per_km,light_lpg_pc,light_lpg_per_km,light_biogas_pc,light_biogas_per_km,light_par_lantern_pc,light_par_lantern_per_km,light_par_tadooba_pc,light_par_tadooba_per_km,light_candles_pc,light_candles_per_km,light_firewood_pc,light_firewood_per_km,light_cow_dung_pc,light_cow_dung_per_km,light_grass_pc,light_grass_per_km,cook_elec_therm_pc,cook_elec_therm_per_km,cook_gas_pc,cook_gas_per_km,cook_lpg_pc,cook_lpg_per_km,cook_biogas_pc,cook_biogas_per_km,cook_par_lantern_pc,cook_par_lantern_per_km,cook_charc_pc,cook_charc_per_km,cook_firewood_pc,cook_firewood_per_km,cook_dung_pc,cook_dung_per_km,cook_grass_pc,cook_grass_per_km,waste_burn_pc,waste_burn_per_km,kitch_outside_built_pc,kitch_outside_built_per_km,kitch_make_shift_pc,kitch_make_shift_per_km,kitch_open_space_pc,kitch_open_space_per_km,pop_density,hhs_density,pop_per_hhs,T123_per_sqkm,not_T123_per_sqkm,T123_per_person,not_T123_per_person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,MAKERERE II,14793,5623,40.7,32.56041719,0.343811017,0.57414629,0.569218282,3.153743641,10.20906107,8.362283125,0.12,12.19,0.04,3.48,0.14,13.93,2.29,224.68,2.01,196.81,4.68,458.07,0,0,0,0,0,0,0,0,12.47,1220.94,2.24,219.46,0.76,74.89,17.43,1706.88,50.22,4918.61,1.76,172.43,0,0,0,0,12.91,1264.49,10.19,998,1.3,127.15,40.28,3944.99,25765.21,9793.67,2.63,17.78,14.56,0.07,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,KOMAMBOGA,10219,2493,23.5,32.58730831,0.389518072,3.783145412,3.750328206,9.22140433,60.22013224,38.52296497,0.12,0.79,0.16,1.06,0.04,0.26,11.11,73.22,4.97,32.78,8.22,54.19,0,0,0,0,0,0,0.04,0.26,4.77,31.46,0.16,1.06,0.36,2.38,1.93,12.69,79.02,520.73,9.71,63.97,0,0,0,0,49.62,326.98,26.31,173.4,13.88,91.46,26.11,172.08,2701.19,658.98,4.1,15.92,10.18,0.59,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,MAKERERE III,11819,3783,36,32.56742995,0.350266186,0.632303127,0.626860849,3.339242031,15.50163141,5.607088322,0.98,58.52,0.05,3.16,0.08,4.74,4.81,287.84,5.79,346.35,11.13,665.82,0,0,0,0,0.03,1.58,0.11,6.33,1.19,71.17,0.24,14.23,0.16,9.49,4.36,260.95,81.55,4878.99,4.34,259.37,0,0,0,0,14.22,850.86,10.47,626.28,7.03,420.68,54.64,3269,18691.98,5982.89,3.12,24.52,8.87,0.13,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,KAZO ANGOLA,18598,5150,28.1,,,,,,,,0.02,,0.1,,0.12,,7.26,,3.17,,8.02,,0.04,,0,,0.08,,0.12,,0.52,,0.12,,0.21,,4.1,,84.45,,2.85,,0,,0,,29.65,,19.11,,5.03,,47.75,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,KAWEMPE I,44745,11187,26.6,32.56518597,0.370882326,3.232984319,3.205182602,7.530118829,51.49450309,38.16190052,0.01,0.31,0.03,0.93,0.13,4.33,7.99,276.52,3.04,105.17,7.12,246.21,0.04,1.24,0,0,0.04,1.55,0.09,3.09,1.37,47.32,0.23,8.04,0.31,10.83,2.9,100.22,86.48,2992.28,2.91,100.53,0.01,0.31,0,0,20.89,722.86,21.26,735.54,2.72,94.03,49.33,1707.09,13840.15,3460.27,4,15.93,11.8,0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,KAWEMPE II,23239,5895,27.6,32.56868923,0.389493639,3.094149527,3.067505136,8.938938128,53.81122343,38.31084699,0.05,0.97,0.12,2.26,0.34,6.46,9.86,187.77,3.43,65.28,7.38,140.59,0.02,0.32,0,0,0.02,0.32,0.14,2.59,1.22,23.27,0.2,3.88,0.2,3.88,2.31,43.95,86.23,1642.78,4.07,77.57,0,0,0.02,0.32,36.17,689.04,23.83,454.08,9.65,183.9,39.36,749.8,7510.63,1905.21,3.94,17.39,12.38,0.23,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,MPERERWE,5992,1500,29.4,32.57756065,0.395424865,1.232105941,1.221458862,6.22261491,25.44094431,15.17757821,0,0,0.07,0.81,0.33,4.06,9.6,116.87,4.47,54.38,9.93,120.93,0,0,0,0,0,0,0,0,2.73,33.28,0.33,4.06,0.53,6.49,2.27,27.6,78,949.59,7,85.22,0,0,0,0,36.87,448.83,28.6,348.18,3.93,47.89,31.47,383.08,4863.22,1217.43,3.99,20.65,12.32,0.42,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,KANYANYA,26844,7086,29.7,32.57810078,0.375240526,2.692683747,2.669410012,7.998138205,54.88521018,35.94315948,0.07,1.86,0.07,1.86,0.16,4.09,8.28,218,3.16,83.19,6.92,181.97,0.06,1.49,0,0,0.01,0.37,0.01,0.37,2.77,72.79,0.13,3.34,0.23,5.94,3.09,81.33,83.08,2186.29,3.15,82.82,0,0,0,0,23,605.34,27.38,720.47,6,157.84,38.95,1025,9969.24,2631.58,3.79,20.38,13.35,0.2,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,KIKAAYA,31685,8332,27,32.59332926,0.368274178,4.007762072,3.972913975,8.412425797,55.94578001,49.54038271,0.04,0.75,0.07,1.5,0.13,2.74,5.47,113.78,3.16,65.62,6.67,138.73,0.01,0.25,0,0,0,0,0.02,0.5,8.65,179.9,0.64,13.22,0.46,9.48,3.29,68.37,77.02,1601.14,3.73,77.6,0,0,0.01,0.25,30.28,629.53,24.95,518.74,2.21,45.91,35.36,735.07,7905.91,2078.97,3.8,13.96,12.36,0.18,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKISO,MASAJJA DIVISION,MASAJJA,48246,11998,22.7,32.58700739,0.262108605,5.033099292,4.989443009,13.56889906,66.76843671,60.78545533,0.1,2.38,0.09,2.19,0.86,20.46,9.58,228.49,3.17,75.5,6.04,144.05,0.08,1.99,0,0,0,0,0.05,1.19,0.68,16.29,0.15,3.58,0.21,4.97,2.95,70.33,88.03,2098.51,3.38,80.47,0.01,0.2,0,0,67.23,1602.59,29.04,692.22,3.13,74.71,41.27,983.69,9585.74,2383.82,4.02,13.27,12.08,0.14,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
